AMEX60DD000001	ZFP37-ZNF568
AMEX60DDU001018664	N/A
AMEX60DDU001018665	LOC115460730
AMEX60DDU001018666	AMEX60DDU001018666
AMEX60DDU001018667	AMEX60DDU001018667
AMEX60DDU001018668	AMEX60DDU001018668
AMEX60DDU001018669	AMEX60DDU001018669
AMEX60DDU001018670	AMEX60DDU001018670
AMEX60DDU001018671	AMEX60DDU001018671
AMEX60DDU001018672	AMEX60DDU001018672
AMEX60DDU001018673	LOC106899633-EVI5L
AMEX60DDU001018674	AMEX60DDU001018674
AMEX60DDU001018675	AMEX60DDU001018675
AMEX60DDU001018676	AMEX60DDU001018676
AMEX60DDU001018677	AMEX60DDU001018677
AMEX60DDU001018678	AMEX60DDU001018678
AMEX60DDU001018679	AMEX60DDU001018679
AMEX60DDU001018680	LOC114021760
AMEX60DDU001018681	LOC106706345
AMEX60DDU001018682	AMEX60DDU001018682
AMEX60DDU001018683	AMEX60DDU001018683
AMEX60DDU001018684	AMEX60DDU001018684
AMEX60DDU001018685	CCDC57
AMEX60DDU001018686	LOC115355586
AMEX60DDU001018687	ABL1
AMEX60DDU001018688	AMEX60DDU001018688
AMEX60DDU001018689	AMEX60DDU001018689
AMEX60DDU001018690	LOC115472519
AMEX60DDU001018691	AMEX60DDU001018691
AMEX60DDU001018692	LOC109085450
AMEX60DDU001018693	AMEX60DDU001018693
AMEX60DDU001018694	LOC102938995-DNAJC27
AMEX60DDU001018695	AMEX60DDU001018695
AMEX60DDU001018696	AMEX60DDU001018696
AMEX60DDU001018697	N/A
AMEX60DDU001018698	AMEX60DDU001018698
AMEX60DDU001018699	AMEX60DDU001018699
AMEX60DDU001018700	AMEX60DDU001018700
AMEX60DDU001018701	AMEX60DDU001018701
AMEX60DDU001018702	AMEX60DDU001018702
AMEX60DDU001018703	AMEX60DDU001018703
AMEX60DDU001018704	AMEX60DDU001018704
AMEX60DDU001018705	AMEX60DDU001018705
AMEX60DDU001018706	AMEX60DDU001018706
AMEX60DDU001018707	AMEX60DDU001018707
AMEX60DDU001018708	AMEX60DDU001018708
AMEX60DDU001018709	AMEX60DDU001018709
AMEX60DDU001018710	AMEX60DDU001018710
AMEX60DDU001018711	AMEX60DDU001018711
AMEX60DDU001018712	AMEX60DDU001018712
AMEX60DDU001018713	AMEX60DDU001018713
AMEX60DDU001018714	AMEX60DDU001018714
AMEX60DDU001018715	AMEX60DDU001018715
AMEX60DDU001018716	AMEX60DDU001018716
AMEX60DDU001018717	AMEX60DDU001018717
AMEX60DDU001018718	AMEX60DDU001018718
AMEX60DDU001018719	LOC108698892-TMEM161B
AMEX60DDU001018720	AMEX60DDU001018720
AMEX60DDU001018721	AMEX60DDU001018721
AMEX60DDU001018722	D9C73_028124
AMEX60DDU001018723	AMEX60DDU001018723
AMEX60DDU001018724	AS28_08069
AMEX60DDU001018725	AMEX60DDU001018725
AMEX60DDU001018726	AMEX60DDU001018726
AMEX60DDU001018727	AMEX60DDU001018727
AMEX60DDU001018728	AMEX60DDU001018728
AMEX60DDU001018729	AMEX60DDU001018729
AMEX60DDU001018730	AMEX60DDU001018730
AMEX60DDU001018731	LOC109072652
AMEX60DDU001018732	AMEX60DDU001018732
AMEX60DDU001018733	LOC115383123
AMEX60DDU001018734	AMEX60DDU001018734
AMEX60DDU001018735	AMEX60DDU001018735
AMEX60DDU001018736	LOC101350216-ZNF300
AMEX60DDU001018737	LOC107106186-ZNF268
AMEX60DDU001018738	AMEX60DDU001018738
AMEX60DDU001018739	AMEX60DDU001018739
AMEX60DDU001018740	GNAO1
AMEX60DDU001018741	AMEX60DDU001018741
AMEX60DDU001018742	AMEX60DDU001018742
AMEX60DDU001018743	AMEX60DDU001018743
AMEX60DDU001018744	AMEX60DDU001018744
AMEX60DDU001018745	AMEX60DDU001018745
AMEX60DDU001018746	AMEX60DDU001018746
AMEX60DDU001018747	AMEX60DDU001018747
AMEX60DDU001018748	AMEX60DDU001018748
AMEX60DDU001018749	AMEX60DDU001018749
AMEX60DDU001018750	AMEX60DDU001018750
AMEX60DDU001018751	LOC108709060-LOC340211
AMEX60DDU001018752	AMEX60DDU001018752
AMEX60DDU001018753	LOC115077192
AMEX60DDU001018754	AMEX60DDU001018754
AMEX60DDU001018755	AMEX60DDU001018755
AMEX60DDU001018756	AMEX60DDU001018756
AMEX60DDU001018757	AMEX60DDU001018757
AMEX60DDU001018758	AMEX60DDU001018758
AMEX60DDU001018759	AMEX60DDU001018759
AMEX60DDU001018760	HECTD4
AMEX60DDU001018761	AMEX60DDU001018761
AMEX60DDU001018762	AMEX60DDU001018762
AMEX60DDU001018763	AMEX60DDU001018763
AMEX60DDU001018764	AMEX60DDU001018764
AMEX60DDU001018765	AMEX60DDU001018765
AMEX60DDU001018766	AMEX60DDU001018766
AMEX60DDU001018767	AMEX60DDU001018767
AMEX60DDU001018768	AMEX60DDU001018768
AMEX60DDU001018769	AMEX60DDU001018769
AMEX60DDU001018770	LOC108784099-HARBI1
AMEX60DDU001018771	LOC112547415
AMEX60DDU001018772	N/A
AMEX60DDU001018773	LOC114031982-GBP1
AMEX60DDU001018774	AMEX60DDU001018774
AMEX60DDU001018775	AMEX60DDU001018775
AMEX60DDU001018776	AMEX60DDU001018776
AMEX60DDU001018777	AMEX60DDU001018777
AMEX60DDU001018778	AMEX60DDU001018778
AMEX60DDU001018779	AMEX60DDU001018779
AMEX60DDU001018780	AMEX60DDU001018780
AMEX60DDU001018781	AMEX60DDU001018781
AMEX60DDU001018782	LOC115395750
AMEX60DDU001018783	ORF2
AMEX60DDU001018784	AMEX60DDU001018784
AMEX60DDU001018785	AMEX60DDU001018785
AMEX60DDU001018786	AMEX60DDU001018786
AMEX60DDU001018787	AMEX60DDU001018787
AMEX60DDU001018788	PARPI_0008722
AMEX60DDU001018789	LOC108718530
AMEX60DDU001018790	AMEX60DDU001018790
AMEX60DDU001018791	N/A
AMEX60DDU001018792	AMEX60DDU001018792
AMEX60DDU001018793	AMEX60DDU001018793
AMEX60DDU001018794	AMEX60DDU001018794
AMEX60DDU001018795	AMEX60DDU001018795
AMEX60DDU001018796	AMEX60DDU001018796
AMEX60DDU001018797	AMEX60DDU001018797
AMEX60DDU001018798	AMEX60DDU001018798
AMEX60DDU001018799	AMEX60DDU001018799
AMEX60DDU001018800	AMEX60DDU001018800
AMEX60DDU001018801	AMEX60DDU001018801
AMEX60DDU001018802	LOC102461666
AMEX60DDU001018803	AMEX60DDU001018803
AMEX60DDU001018804	CDH1D
AMEX60DDU001018805	N/A
AMEX60DDU001018806	AMEX60DDU001018806
AMEX60DDU001018807	AMEX60DDU001018807
AMEX60DDU001018808	AMEX60DDU001018808
AMEX60DDU001018809	AMEX60DDU001018809
AMEX60DDU001018810	AMEX60DDU001018810
AMEX60DDU001018811	PARPI_0024205
AMEX60DDU001018812	LOC115088521
AMEX60DDU001018813	AMEX60DDU001018813
AMEX60DDU001018814	ROHU_019343-ENV
AMEX60DDU001018815	AMEX60DDU001018815
AMEX60DDU001018816	AMEX60DDU001018816
AMEX60DDU001018817	AMEX60DDU001018817
AMEX60DDU001018818	AMEX60DDU001018818
AMEX60DDU001018819	D9C73_028119
AMEX60DDU001018820	AMEX60DDU001018820
AMEX60DDU001018821	AMEX60DDU001018821
AMEX60DDU001018822	N/A
AMEX60DDU001018823	AMEX60DDU001018823
AMEX60DDU001018824	AMEX60DDU001018824
AMEX60DDU001018825	AMEX60DDU001018825
AMEX60DDU001018826	AMEX60DDU001018826
AMEX60DDU001018827	AMEX60DDU001018827
AMEX60DDU001018828	AMEX60DDU001018828
AMEX60DDU001018829	N/A
AMEX60DDU001018830	LOC107380359
AMEX60DDU001018831	LOC115458815-FLJ45337
AMEX60DDU001018832	LOC103306367
AMEX60DDU001018833	AMEX60DDU001018833
AMEX60DDU001018834	AMEX60DDU001018834
AMEX60DDU001018835	AMEX60DDU001018835
AMEX60DDU001018836	AMEX60DDU001018836
AMEX60DDU001018837	PARPI_0004450
AMEX60DDU001018838	PARPI_0026368
AMEX60DDU001018839	LOC115635630
AMEX60DDU001018840	AMEX60DDU001018840
AMEX60DDU001018841	AMEX60DDU001018841
AMEX60DDU001018842	AMEX60DDU001018842
AMEX60DDU001018843	AMEX60DDU001018843
AMEX60DDU001018844	AMEX60DDU001018844
AMEX60DDU001018845	AMEX60DDU001018845
AMEX60DDU001018846	AMEX60DDU001018846
AMEX60DDU001018847	AMEX60DDU001018847
AMEX60DDU001018848	LOC111946802
AMEX60DDU001018849	AMEX60DDU001018849
AMEX60DDU001018850	DV515_00010559-LTBP1
AMEX60DDU001018851	AMEX60DDU001018851
AMEX60DDU001018852	AMEX60DDU001018852
AMEX60DDU001018853	AMEX60DDU001018853
AMEX60DDU001018854	AMEX60DDU001018854
AMEX60DDU001018855	AMEX60DDU001018855
AMEX60DDU001018856	AMEX60DDU001018856
AMEX60DDU001018857	AMEX60DDU001018857
AMEX60DDU001018858	AMEX60DDU001018858
AMEX60DDU001018859	UY3_09865
AMEX60DDU001018860	LOC112546789
AMEX60DDU001018861	AMEX60DDU001018861
AMEX60DDU001018862	LOC115075634
AMEX60DDU001018863	AMEX60DDU001018863
AMEX60DDU001018864	LOC113746826-RTL1
AMEX60DDU001018865	LOC105357518
AMEX60DDU001018866	L3HYPDH
AMEX60DDU001018867	AMEX60DDU001018867
AMEX60DDU001018868	N/A
AMEX60DDU001018869	AMEX60DDU001018869
AMEX60DDU001018870	AMEX60DDU001018870
AMEX60DDU001018871	AMEX60DDU001018871
AMEX60DDU001018872	AMEX60DDU001018872
AMEX60DDU001018873	N/A
AMEX60DDU001018874	L1TD1-LIKE
AMEX60DDU001018875	TESPA1
AMEX60DDU001018876	GSONMT00045911001
AMEX60DDU001018877	AMEX60DDU001018877
AMEX60DDU001018878	AMEX60DDU001018878
AMEX60DDU001018879	AMEX60DDU001018879
AMEX60DDU001018880	AMEX60DDU001018880
AMEX60DDU001018881	LOC115370421
AMEX60DDU001018882	LOC115424882
AMEX60DDU001018883	AMEX60DDU001018883
AMEX60DDU001018884	AMEX60DDU001018884
AMEX60DDU001018885	LOC496091-RTL1
AMEX60DDU001018886	PARPI_0020993
AMEX60DDU001018887	AMEX60DDU001018887
AMEX60DDU001018888	ROHU_019343-ENV
AMEX60DDU001018889	AMEX60DDU001018889
AMEX60DDU001018890	LOC112543511
AMEX60DDU001018891	AMEX60DDU001018891
AMEX60DDU001018892	AMEX60DDU001018892
AMEX60DDU001018893	OPN5
AMEX60DDU001018894	AMEX60DDU001018894
AMEX60DDU001018895	AMEX60DDU001018895
AMEX60DDU001018896	AMEX60DDU001018896
AMEX60DDU001018897	AMEX60DDU001018897
AMEX60DDU001018898	AMEX60DDU001018898
AMEX60DDU001018899	AMEX60DDU001018899
AMEX60DDU001018900	ROHU_028321
AMEX60DDU001018901	POL-HCG_1642748
AMEX60DDU001018902	POL
AMEX60DDU001018903	AMEX60DDU001018903
AMEX60DDU001018904	AMEX60DDU001018904
AMEX60DDU001018905	AMEX60DDU001018905
AMEX60DDU001018906	LOC108797154
AMEX60DDU001018907	AMEX60DDU001018907
AMEX60DDU001018908	AMEX60DDU001018908
AMEX60DDU001018909	AMEX60DDU001018909
AMEX60DDU001018910	AMEX60DDU001018910
AMEX60DDU001018911	LOC107983535
AMEX60DDU001018912	CIDEB
AMEX60DDU001018913	AMEX60DDU001018913
AMEX60DDU001018914	AMEX60DDU001018914
AMEX60DDU001018915	AMEX60DDU001018915
AMEX60DDU001018916	AMEX60DDU001018916
AMEX60DDU001018917	NDUFB10
AMEX60DDU001018918	AMEX60DDU001018918
AMEX60DDU001018919	AMEX60DDU001018919
AMEX60DDU001018920	AMEX60DDU001018920
AMEX60DDU001018921	LOC115473271
AMEX60DDU001018922	AMEX60DDU001018922
AMEX60DDU001018923	LOC115099594
AMEX60DDU001018924	LOC115090676
AMEX60DDU001018925	LOC115097463
AMEX60DDU001018926	LOC115090676
AMEX60DDU001018927	AMEX60DDU001018927
AMEX60DDU001018928	AMEX60DDU001018928
AMEX60DDU001018929	AMEX60DDU001018929
AMEX60DDU001018930	AMEX60DDU001018930
AMEX60DDU001018931	AMEX60DDU001018931
AMEX60DDU001018932	AMEX60DDU001018932
AMEX60DDU001018933	AMEX60DDU001018933
AMEX60DDU001018934	AMEX60DDU001018934
AMEX60DDU001018935	VMD2
AMEX60DDU001018936	AMEX60DDU001018936
AMEX60DDU001018937	XELAEV_18000510MG
AMEX60DDU001018938	AMEX60DDU001018938
AMEX60DDU001018939	AMEX60DDU001018939
AMEX60DDU001018940	GDAP1
AMEX60DDU001018941	AMEX60DDU001018941
AMEX60DDU001018942	AMEX60DDU001018942
AMEX60DDU001018943	AMEX60DDU001018943
AMEX60DDU001018944	LOC115088534-HARBI1
AMEX60DDU001018945	AMEX60DDU001018945
AMEX60DDU001018946	GSONMT00035927001
AMEX60DDU001018947	AMEX60DDU001018947
AMEX60DDU001018948	AMEX60DDU001018948
AMEX60DDU001018949	AMEX60DDU001018949
AMEX60DDU001018950	AMEX60DDU001018950
AMEX60DDU001018951	DV515_00001650-KCNH8
AMEX60DDU001018952	AMEX60DDU001018952
AMEX60DDU001018953	AMEX60DDU001018953
AMEX60DDU001018954	AMEX60DDU001018954
AMEX60DDU001018955	AMEX60DDU001018955
AMEX60DDU001018956	AMEX60DDU001018956
AMEX60DDU001018957	N/A
AMEX60DDU001018958	AMEX60DDU001018958
AMEX60DDU001018959	AMEX60DDU001018959
AMEX60DDU001018960	AMEX60DDU001018960
AMEX60DDU001018961	AMEX60DDU001018961
AMEX60DDU001018962	AMEX60DDU001018962
AMEX60DDU001018963	AMEX60DDU001018963
AMEX60DDU001018964	AMEX60DDU001018964
AMEX60DDU001018965	AMEX60DDU001018965
AMEX60DDU001018966	AMEX60DDU001018966
AMEX60DDU001018967	AMEX60DDU001018967
AMEX60DDU001018968	AMEX60DDU001018968
AMEX60DDU001018969	AMEX60DDU001018969
AMEX60DDU001018970	AMEX60DDU001018970
AMEX60DDU001018971	AMEX60DDU001018971
AMEX60DDU001018972	AMEX60DDU001018972
AMEX60DDU001018973	LOC103281815-RTL1
AMEX60DDU001018974	AMEX60DDU001018974
AMEX60DDU001018975	LOC115088534-HARBI1
AMEX60DDU001018976	AMEX60DDU001018976
AMEX60DDU001018977	AMEX60DDU001018977
AMEX60DDU001018978	LOC115108706
AMEX60DDU001018979	LOC568735
AMEX60DDU001018980	AMEX60DDU001018980
AMEX60DDU001018981	AMEX60DDU001018981
AMEX60DDU001018982	TMEM231
AMEX60DDU001018983	LOC115371064
AMEX60DDU001018984	PARPI_0013120
AMEX60DDU001018985	AMEX60DDU001018985
AMEX60DDU001018986	AMEX60DDU001018986
AMEX60DDU001018987	AMEX60DDU001018987
AMEX60DDU001018988	AMEX60DDU001018988
AMEX60DDU001018989	AMEX60DDU001018989
AMEX60DDU001018990	AMEX60DDU001018990
AMEX60DDU001018991	AMEX60DDU001018991
AMEX60DDU001018992	AMEX60DDU001018992
AMEX60DDU001018993	AMEX60DDU001018993
AMEX60DDU001018994	AMEX60DDU001018994
AMEX60DDU001018995	D9C73_028124
AMEX60DDU001018996	LOC115472519
AMEX60DDU001018997	AMEX60DDU001018997
AMEX60DDU001018998	AMEX60DDU001018998
AMEX60DDU001018999	AMEX60DDU001018999
AMEX60DDU001019000	AMEX60DDU001019000
AMEX60DDU001019001	AMEX60DDU001019001
AMEX60DDU001019002	AMEX60DDU001019002
AMEX60DDU001019003	AMEX60DDU001019003
AMEX60DDU001019004	AMEX60DDU001019004
AMEX60DDU001019005	AMEX60DDU001019005
AMEX60DDU001019006	AMEX60DDU001019006
AMEX60DDU001019007	AMEX60DDU001019007
AMEX60DDU001019008	AMEX60DDU001019008
AMEX60DDU001019009	LOC107575093
AMEX60DDU001019010	AMEX60DDU001019010
AMEX60DDU001019011	AMEX60DDU001019011
AMEX60DDU001019012	AMEX60DDU001019012
AMEX60DDU001019013	ORF2P
AMEX60DDU001019014	AMEX60DDU001019014
AMEX60DDU001019015	N/A
AMEX60DDU001019016	AMEX60DDU001019016
AMEX60DDU001019017	AMEX60DDU001019017
AMEX60DDU001019018	AMEX60DDU001019018
AMEX60DDU001019019	LOC116035472
AMEX60DDU001019020	AMEX60DDU001019020
AMEX60DDU001019021	AMEX60DDU001019021
AMEX60DDU001019022	N/A
AMEX60DDU001019023	AMEX60DDU001019023
AMEX60DDU001019024	TMEM132E
AMEX60DDU001019025	AMEX60DDU001019025
AMEX60DDU001019026	PARPI_0009853
AMEX60DDU001019027	AB205_0015020
AMEX60DDU001019028	XELAEV_18007375MG-LOC440258
AMEX60DDU001019029	LOC108261387
AMEX60DDU001019030	AMEX60DDU001019030
AMEX60DDU001019031	AMEX60DDU001019031
AMEX60DDU001019032	AMEX60DDU001019032
AMEX60DDU001019033	AMEX60DDU001019033
AMEX60DDU001019034	AMEX60DDU001019034
AMEX60DDU001019035	AMEX60DDU001019035
AMEX60DDU001019036	AMEX60DDU001019036
AMEX60DDU001019037	AMEX60DDU001019037
AMEX60DDU001019038	EOD39_14420
AMEX60DDU001019039	AMEX60DDU001019039
AMEX60DDU001019040	AMEX60DDU001019040
AMEX60DDU001019041	AMEX60DDU001019041
AMEX60DDU001019042	AMEX60DDU001019042
AMEX60DDU001019043	AMEX60DDU001019043
AMEX60DDU001019044	AMEX60DDU001019044
AMEX60DDU001019045	LOC112975582-MTMR9
AMEX60DDU001019046	AMEX60DDU001019046
AMEX60DDU001019047	XELAEV_18012901MG
AMEX60DDU001019048	XELAEV_18012901MG
AMEX60DDU001019049	AMEX60DDU001019049
AMEX60DDU001019050	AMEX60DDU001019050
AMEX60DDU001019051	AMEX60DDU001019051
AMEX60DDU001019052	AMEX60DDU001019052
AMEX60DDU001019053	LOC106702552
AMEX60DDU001019054	AMEX60DDU001019054
AMEX60DDU001019055	AMEX60DDU001019055
AMEX60DDU001019056	FLYWCH1
AMEX60DDU001019057	AMEX60DDU001019057
AMEX60DDU001019058	AMEX60DDU001019058
AMEX60DDU001019059	AMEX60DDU001019059
AMEX60DDU001019060	AMEX60DDU001019060
AMEX60DDU001019061	AMEX60DDU001019061
AMEX60DDU001019062	AMEX60DDU001019062
AMEX60DDU001019063	AMEX60DDU001019063
AMEX60DDU001019064	LOC116035472
AMEX60DDU001019065	AMEX60DDU001019065
AMEX60DDU001019066	AMEX60DDU001019066
AMEX60DDU001019067	AMEX60DDU001019067
AMEX60DDU001019068	AMEX60DDU001019068
AMEX60DDU001019069	AMEX60DDU001019069
AMEX60DDU001019070	AMEX60DDU001019070
AMEX60DDU001019071	FQN60_016711-LOC340211
AMEX60DDU001019072	AMEX60DDU001019072
AMEX60DDU001019073	LOC101944505
AMEX60DDU001019074	E1301_TTI005140-LOC340211
AMEX60DDU001019075	LOC106098505
AMEX60DDU001019076	AMEX60DDU001019076
AMEX60DDU001019077	AMEX60DDU001019077
AMEX60DDU001019078	AMEX60DDU001019078
AMEX60DDU001019079	AMEX60DDU001019079
AMEX60DDU001019080	AMEX60DDU001019080
AMEX60DDU001019081	AMEX60DDU001019081
AMEX60DDU001019082	AMEX60DDU001019082
AMEX60DDU001019083	AMEX60DDU001019083
AMEX60DDU001019084	ROHU_012255
AMEX60DDU001019085	LOC115395558
AMEX60DDU001019086	LOC109199016
AMEX60DDU001019087	AMEX60DDU001019087
AMEX60DDU001019088	LOC102367500
AMEX60DDU001019089	AMEX60DDU001019089
AMEX60DDU001019090	AMEX60DDU001019090
AMEX60DDU001019091	LOC115426258-HARBI1
AMEX60DDU001019092	AMEX60DDU001019092
AMEX60DDU001019093	AMEX60DDU001019093
AMEX60DDU001019094	AMEX60DDU001019094
AMEX60DDU001019095	AMEX60DDU001019095
AMEX60DDU001019096	DUI87_11674
AMEX60DDU001019097	AMEX60DDU001019097
AMEX60DDU001019098	AMEX60DDU001019098
AMEX60DDU001019099	AMEX60DDU001019099
AMEX60DDU001019100	AMEX60DDU001019100
AMEX60DDU001019101	AMEX60DDU001019101
AMEX60DDU001019102	LOC115088534
AMEX60DDU001019103	ROHU_016695-HARBI1
AMEX60DDU001019104	AMEX60DDU001019104
AMEX60DDU001019105	AMEX60DDU001019105
AMEX60DDU001019106	RTL1
AMEX60DDU001019107	AMEX60DDU001019107
AMEX60DDU001019108	LOC115088534-HARBI1
AMEX60DDU001019109	AMEX60DDU001019109
AMEX60DDU001019110	UY3_13470
AMEX60DDU001019111	IP6K3
AMEX60DDU001019112	LOC112547415
AMEX60DDU001019113	AMEX60DDU001019113
AMEX60DDU001019114	PARPI_0022647
AMEX60DDU001019115	AMEX60DDU001019115
AMEX60DDU001019116	AMEX60DDU001019116
AMEX60DDU001019117	LOC112543511
AMEX60DDU001019118	AMEX60DDU001019118
AMEX60DDU001019119	AMEX60DDU001019119
AMEX60DDU001019120	PIWIL2
AMEX60DDU001019121	LOC115361035
AMEX60DDU001019122	LOC112545658
AMEX60DDU001019123	AMEX60DDU001019123
AMEX60DDU001019124	AMEX60DDU001019124
AMEX60DDU001019125	AMEX60DDU001019125
AMEX60DDU001019126	AMEX60DDU001019126
AMEX60DDU001019127	AMEX60DDU001019127
AMEX60DDU001019128	AMEX60DDU001019128
AMEX60DDU001019129	AMEX60DDU001019129
AMEX60DDU001019130	LOC100535543-LOC105373926
AMEX60DDU001019131	LOC109047699-HARBI1
AMEX60DDU001019132	LOC115077580
AMEX60DDU001019133	AMEX60DDU001019133
AMEX60DDU001019134	LOC115083291-HARBI1
AMEX60DDU001019135	AMEX60DDU001019135
AMEX60DDU001019136	AMEX60DDU001019136
AMEX60DDU001019137	AMEX60DDU001019137
AMEX60DDU001019138	AMEX60DDU001019138
AMEX60DDU001019139	AMEX60DDU001019139
AMEX60DDU001019140	AMEX60DDU001019140
AMEX60DDU001019141	AMEX60DDU001019141
AMEX60DDU001019142	LOC104396253
AMEX60DDU001019143	UFSP2
AMEX60DDU001019144	AMEX60DDU001019144
AMEX60DDU001019145	MTMR6
AMEX60DDU001019146	LOC113050139
AMEX60DDU001019147	AMEX60DDU001019147
AMEX60DDU001019148	AMEX60DDU001019148
AMEX60DDU001019149	LOC106702022
AMEX60DDU001019150	AMEX60DDU001019150
AMEX60DDU001019151	AMEX60DDU001019151
AMEX60DDU001019152	AMEX60DDU001019152
AMEX60DDU001019153	AMEX60DDU001019153
AMEX60DDU001019154	AMEX60DDU001019154
AMEX60DDU001019155	AMEX60DDU001019155
AMEX60DDU001019156	AMEX60DDU001019156
AMEX60DDU001019157	AMEX60DDU001019157
AMEX60DDU001019158	AMEX60DDU001019158
AMEX60DDU001019159	AMEX60DDU001019159
AMEX60DDU001019160	AMEX60DDU001019160
AMEX60DDU001019161	AMEX60DDU001019161
AMEX60DDU001019162	AMEX60DDU001019162
AMEX60DDU001019163	AMEX60DDU001019163
AMEX60DDU001019164	LOC112546943
AMEX60DDU001019165	AMEX60DDU001019165
AMEX60DDU001019166	LOC112543511
AMEX60DDU001019167	LOC102461666
AMEX60DDU001019168	AMEX60DDU001019168
AMEX60DDU001019169	AMEX60DDU001019169
AMEX60DDU001019170	AMEX60DDU001019170
AMEX60DDU001019171	AMEX60DDU001019171
AMEX60DDU001019172	AMEX60DDU001019172
AMEX60DDU001019173	AMEX60DDU001019173
AMEX60DDU001019174	XELAEV_18000510MG
AMEX60DDU001019175	AMEX60DDU001019175
AMEX60DDU001019176	AMEX60DDU001019176
AMEX60DDU001019177	AMEX60DDU001019177
AMEX60DDU001019178	AMEX60DDU001019178
AMEX60DDU001019179	AMEX60DDU001019179
AMEX60DDU001019180	AMEX60DDU001019180
AMEX60DDU001019181	AMEX60DDU001019181
AMEX60DDU001019182	AMEX60DDU001019182
AMEX60DDU001019183	AMEX60DDU001019183
AMEX60DDU001019184	AMEX60DDU001019184
AMEX60DDU001019185	AMEX60DDU001019185
AMEX60DDU001019186	AMEX60DDU001019186
AMEX60DDU001019187	AMEX60DDU001019187
AMEX60DDU001019188	AMEX60DDU001019188
AMEX60DDU001019189	AMEX60DDU001019189
AMEX60DDU001019190	SUGP2
AMEX60DDU001019191	AMEX60DDU001019191
AMEX60DDU001019192	LOC112543511
AMEX60DDU001019193	LOC102461666
AMEX60DDU001019194	AMEX60DDU001019194
AMEX60DDU001019195	LOC115088534-HARBI1
AMEX60DDU001019196	AMEX60DDU001019196
AMEX60DDU001019197	PLA2G12B
AMEX60DDU001019198	VWA8
AMEX60DDU001019199	AMEX60DDU001019199
AMEX60DDU001019200	AMEX60DDU001019200
AMEX60DDU001019201	AMEX60DDU001019201
AMEX60DDU001019202	AMEX60DDU001019202
AMEX60DDU001019203	AMEX60DDU001019203
AMEX60DDU001019204	AMEX60DDU001019204
AMEX60DDU001019205	AMEX60DDU001019205
AMEX60DDU001019206	AMEX60DDU001019206
AMEX60DDU001019207	AMEX60DDU001019207
AMEX60DDU001019208	AMEX60DDU001019208
AMEX60DDU001019209	LOC115384260
AMEX60DDU001019210	LOC115464633-OVCH1
AMEX60DDU001019211	ROHU_010238
AMEX60DDU001019212	LOC112543511
AMEX60DDU001019213	AMEX60DDU001019213
AMEX60DDU001019214	AMEX60DDU001019214
AMEX60DDU001019215	AMEX60DDU001019215
AMEX60DDU001019216	AMEX60DDU001019216
AMEX60DDU001019217	AMEX60DDU001019217
AMEX60DDU001019218	LOC108718530
AMEX60DDU001019219	LOC496091-RTL8A
AMEX60DDU001019220	LOC112545447
AMEX60DDU001019221	FPGS
AMEX60DDU001019222	LOC114595149
AMEX60DDU001019223	AMEX60DDU001019223
AMEX60DDU001019224	KDM5A
AMEX60DDU001019225	N/A
AMEX60DDU001019226	AMEX60DDU001019226
AMEX60DDU001019227	LOC108698892-TMEM161B
AMEX60DDU001019228	AMEX60DDU001019228
AMEX60DDU001019229	AMEX60DDU001019229
AMEX60DDU001019230	AMEX60DDU001019230
AMEX60DDU001019231	AMEX60DDU001019231
AMEX60DDU001019232	AMEX60DDU001019232
AMEX60DDU001019233	AMEX60DDU001019233
AMEX60DDU001019234	AMEX60DDU001019234
AMEX60DDU001019235	N/A
AMEX60DDU001019236	AMEX60DDU001019236
AMEX60DDU001019237	AMEX60DDU001019237
AMEX60DDU001019238	LOC115384260
AMEX60DDU001019239	N/A
AMEX60DDU001019240	AMEX60DDU001019240
AMEX60DDU001019241	WDR3
AMEX60DDU001019242	AMEX60DDU001019242
AMEX60DDU001019243	LOC113745985
AMEX60DDU001019244	AMEX60DDU001019244
AMEX60DDU001019245	AMEX60DDU001019245
AMEX60DDU001019246	AMEX60DDU001019246
AMEX60DDU001019247	AMEX60DDU001019247
AMEX60DDU001019248	AMEX60DDU001019248
AMEX60DDU001019249	HMG20A
AMEX60DDU001019250	LOC112543511
AMEX60DDU001019251	N/A
AMEX60DDU001019252	LOC102459646
AMEX60DDU001019253	AMEX60DDU001019253
AMEX60DDU001019254	AMEX60DDU001019254
AMEX60DDU001019255	AMEX60DDU001019255
AMEX60DDU001019256	AMEX60DDU001019256
AMEX60DDU001019257	AMEX60DDU001019257
AMEX60DDU001019258	AMEX60DDU001019258
AMEX60DDU001019259	LOC115462781
AMEX60DDU001019260	AMEX60DDU001019260
AMEX60DDU001019261	LOC496091
AMEX60DDU001019262	AMEX60DDU001019262
AMEX60DDU001019263	AMEX60DDU001019263
AMEX60DDU001019264	AMEX60DDU001019264
AMEX60DDU001019265	AMEX60DDU001019265
AMEX60DDU001019266	AMEX60DDU001019266
AMEX60DDU001019267	AMEX60DDU001019267
AMEX60DDU001019268	AMEX60DDU001019268
AMEX60DDU001019269	AMEX60DDU001019269
AMEX60DDU001019270	AMEX60DDU001019270
AMEX60DDU001019271	AMEX60DDU001019271
AMEX60DDU001019272	EOD39_19637-GNL2
AMEX60DDU001019273	AMEX60DDU001019273
AMEX60DDU001019274	AMEX60DDU001019274
